DEBUG: General     , 1707362409287> 92.938.008> LoggerManager.init                  > Initializing...
LOG  : General     , 1707362434069> 92.962.785> MOVABLES: N face defined more than once for group: (Tall Corner Hedge) sheet = f_bushes_2
LOG  : General     , 1707362434070> 92.962.785> MOVABLES: S face defined more than once for group: (Tall Corner Hedge) sheet = f_bushes_2
LOG  : General     , 1707362434070> 92.962.786> tiledef: loading C:\Program Files (x86)\Steam\steamapps\common\Project Zomboid Dedicated Server\media\tiledefinitions_apcom.tiles
LOG  : General     , 1707362434071> 92.962.786> tiledef: loading C:\Program Files (x86)\Steam\steamapps\common\Project Zomboid Dedicated Server\media\tiledefinitions_overlays.tiles
LOG  : General     , 1707362434077> 92.962.792> tiledef: loading C:\Program Files (x86)\Steam\steamapps\common\Project Zomboid Dedicated Server\media\tiledefinitions_noiseworks.patch.tiles
LOG  : General     , 1707362434081> 92.962.796> MOVABLES: E face defined more than once for group: (Bar Wall Bar) sheet = location_restaurant_bar_01
LOG  : General     , 1707362434081> 92.962.797> MOVABLES: S face defined more than once for group: (Bar Wall Bar) sheet = location_restaurant_bar_01
LOG  : General     , 1707362434081> 92.962.797> MOVABLES: E face defined more than once for group: (Left Bar Wall Bar) sheet = location_restaurant_bar_01
LOG  : General     , 1707362434082> 92.962.797> MOVABLES: S face defined more than once for group: (Left Bar Wall Bar) sheet = location_restaurant_bar_01
LOG  : General     , 1707362434082> 92.962.797> MOVABLES: E face defined more than once for group: (Right Bar Wall Bar) sheet = location_restaurant_bar_01
LOG  : General     , 1707362434082> 92.962.798> MOVABLES: S face defined more than once for group: (Right Bar Wall Bar) sheet = location_restaurant_bar_01
LOG  : General     , 1707362434083> 92.962.798> MOVABLES: E face defined more than once for group: (Bar Tap Antique) sheet = location_restaurant_bar_01
LOG  : General     , 1707362434083> 92.962.799> MOVABLES: Object has too many faces defined for group: (Bar Counter) sheet = location_restaurant_bar_01
LOG  : General     , 1707362434084> 92.962.799> MOVABLES: Object has too many faces defined for group: (Bar Corner Counter) sheet = location_restaurant_bar_01
LOG  : General     , 1707362434092> 92.962.807> MOVABLES: Object has only one face defined for group: (Streetname Sign) sheet = street_decoration_01
LOG  : General     , 1707362434092> 92.962.808> MOVABLES: Not all members have a valid face defined for group: (Streetname Sign) sheet = street_decoration_01
LOG  : General     , 1707362434118> 92.962.833> Loading Recorded Media:C:\Users\mlope\Zomboid\Saves\Multiplayer\servertest\recorded_media.bin
LOG  : General     , 1707362434179> 92.962.895> Saving Recorded Media:C:\Users\mlope\Zomboid\Saves\Multiplayer\servertest\recorded_media.bin
LOG  : General     , 1707362434292> 92.963.007> scriptmanager = zombie.radio.scripting.RadioScriptManager@668cc9a2, isNewGame = true
LOG  : General     , 1707362434292> 92.963.008> name = Automated Emergency Broadcast System, freq = 93600, cat = Emergency, uuid = EMRG-711984
LOG  : General     , 1707362434309> 92.963.025> WorldDictionary: Checking dictionary...
LOG  : General     , 1707362434320> 92.963.035> Loading WorldDictionary:C:\Users\mlope\Zomboid\Saves\Multiplayer\servertest\WorldDictionary.bin
LOG  : General     , 1707362434637> 92.963.352> IsoMetaGrid.Create: finished loading in 1.432 seconds
LOG  : General     , 1707362434648> 92.963.364> Calculate weather front strength = 0.83620656
LOG  : General     , 1707362434656> 92.963.371> Calculate weather front strength = 0.38230416
LOG  : General     , 1707362434658> 92.963.374> Calculate weather front strength = 0.002441783
LOG  : General     , 1707362434660> 92.963.375> Calculate weather front strength = 0.07970572
LOG  : General     , 1707362434661> 92.963.377> Calculate weather front strength = 0.75811887
LOG  : General     , 1707362434662> 92.963.378> Calculate weather front strength = 0.095967256
LOG  : General     , 1707362434667> 92.963.382> Calculate weather front strength = 0.48221964
LOG  : General     , 1707362434668> 92.963.384> Calculate weather front strength = 0.37249786
LOG  : General     , 1707362434670> 92.963.386> Calculate weather front strength = 0.5308964
LOG  : Lua         , 1707362434674> 92.963.390> Loading: media/maps/Muldraugh, KY/objects.lua
LOG  : General     , 1707362434856> 92.963.571> ERROR: Mannequin zone missing properties in media/maps/Muldraugh, KY/objects.lua at 13583,1299,0
LOG  : General     , 1707362435780> 92.964.495> Max #ZONES on one chunk is 11
LOG  : Network     , 1707362435992> 92.964.707> Initialising RakNet...
LOG  : Network     , 1707362435992> 92.964.707> [08-02-24 00:20:35.992] > ZNet: [-> CZombienet: RakNetPeerInterface_Init
LOG  : Network     , 1707362435994> 92.964.709> [08-02-24 00:20:35.994] > ZNet: [-> CZombienet: RakNetPeerInterface_SetMaximumIncomingConnections
LOG  : Network     , 1707362435994> 92.964.710> [08-02-24 00:20:35.994] > ZNet: [-> CZombienet: RakNetPeerInterface_SetServerPort
LOG  : Network     , 1707362435996> 92.964.711> [08-02-24 00:20:35.995] > ZNet: [-> CZombienet: RakNetPeerInterface_SetIncomingPassword
LOG  : Network     , 1707362435996> 92.964.711> [08-02-24 00:20:35.996] > ZNet: [-> CZombienet: RakNetPeerInterface_SetOccasionalPing
LOG  : Network     , 1707362435996> 92.964.712> [08-02-24 00:20:35.996] > ZNet: [-> CZombienet: RakNetPeerInterface_Startup
LOG  : Network     , 1707362435996> 92.964.712> [08-02-24 00:20:35.996] > ZNet: Startup version 41.78.16
LOG  : Network     , 1707362435997> 92.964.712> [08-02-24 00:20:35.997] > ZNet: Zomboid Steam Server started, ports 16262 and 16261 must be open on the router
LOG  : Network     , 1707362436010> 92.964.725> [08-02-24 00:20:36.010] > ZNet: SRakNet -> SZombienet: OnRakPeerStartup
LOG  : Network     , 1707362436010> 92.964.725> [08-02-24 00:20:36.010] > ZNet: OnRakPeerStartup
LOG  : Network     , 1707362436011> 92.964.726> [08-02-24 00:20:36.011] > ZNet: GetRakPeerInterface GetSockets receives 2 sockets
LOG  : Network     , 1707362436011> 92.964.727> [08-02-24 00:20:36.011] > ZNet: SZombienet -> SSteamSDK: InitRelayNetworkAccess
LOG  : Network     , 1707362436012> 92.964.728> [08-02-24 00:20:36.012] > ZNet: SZombienet -> SRakNet: SetSocketLayerOverride this
LOG  : Network     , 1707362436014> 92.964.729> RakNet.Startup() return code: 0 (0 means success)
LOG  : Network     , 1707362436015> 92.964.730> *** SERVER STARTED ****
LOG  : Network     , 1707362436015> 92.964.731> *** Steam is enabled
LOG  : Network     , 1707362436018> 92.964.734> Server is listening on port 16261 (for Steam connection) and port 16262 (for UDPRakNet connection)
LOG  : Network     , 1707362436020> 92.964.735> Clients should use 16261 port for connections
LOG  : General     , 1707362436020> 92.964.736> LuaNet: Initializing...
LOG  : General     , 1707362436024> 92.964.740> LuaNet: Registering server listener...
LOG  : General     , 1707362436025> 92.964.741> LuaNet: Initialization [DONE], triggering events for 'LuaNet.onInitAdd'.
LOG  : Network     , 1707362436027> 92.964.743> DISCORD: token not configured
LOG  : Network     , 1707362436028> 92.964.743> *** DISCORD DISABLED ****
LOG  : General     , 1707362436028> 92.964.744> ##########
Server Steam ID 90180633040148480
##########
LOG  : Multiplayer , 1707362436045> 92.964.760> [MPStatistics] mem usage notification threshold=16.320.875.520
LOG  : Network     , 1707362437405> 92.966.120> [08-02-24 00:20:37.405] > ZNet: SSteamSDK -> SZombienet: OnPolicyResponse
LOG  : Network     , 1707362437405> 92.966.120> [08-02-24 00:20:37.405] > ZNet: OnPolicyResponse
LOG  : Network     , 1707362437407> 92.966.122> [08-02-24 00:20:37.407] > ZNet: SZombienet -> SSteamSDK: BSecure
LOG  : Network     , 1707362437407> 92.966.123> [08-02-24 00:20:37.407] > ZNet: Zomboid Server is VAC Secure
